Race_Ethc_Visa,Gender,HSGPA,SAT_Total,Entry_Term,Term.GPA,Persistence.NextYear,N.RegisteredCourse,N.Ws,N.DFs,N.As,N.PassedCourse,N.CourseTaken,Perc.PassedEnrolledCourse,Perc.Pass,Perc.Withd,N.GraduateCourse,FullTimeStudent
Multi,Female,76,1514,2141,0.95,1,1,1,0,0,0,0,0,NA,1,1,0
Asian,Male,88,905,2141,2.04,1,4,0,0,3,4,4,1,1,0,0,1
Asian,Female,60,919,2141,1.53,1,4,1,0,2,3,3,0.75,1,0.25,0,1
Multi,Male,56,1136,2141,3.04,1,2,0,0,1,2,2,1,1,0,1,0
Hispanic,Female,77,1063,2141,1.85,1,3,0,0,2,3,3,1,1,0,0,1
Hispanic,Female,88,1122,2141,2.33,1,3,1,0,2,2,2,0.666666667,1,0.333333333,0,0
White,Female,91,1551,2131,1.11,1,6,4,0,0,2,2,0.333333333,1,0.666666667,0,0
Asian,Male,71,1367,2141,1.45,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Female,71,1191,2141,0.97,1,2,0,0,2,2,2,1,1,0,0,0
White,Male,79,1189,2141,3.66,1,4,2,0,1,2,2,0.5,1,0.5,0,0
Multi,Male,86,1310,2141,2.27,1,4,2,0,2,2,2,0.5,1,0.5,2,0
Hispanic,Female,79,1333,2141,2.73,1,4,1,0,1,3,3,0.75,1,0.25,0,1
Afram,Female,80,1559,2141,2.75,1,3,0,0,2,3,3,1,1,0,1,1
Hispanic,Female,100,1303,2141,1.6,1,1,0,0,1,1,1,1,1,0,0,0
Hispanic,Female,71,1384,2141,2.31,1,3,0,0,2,3,3,1,1,0,0,1
Asian,Female,80,1335,2141,0.77,1,1,1,0,0,0,0,0,NA,1,0,0
Asian,Male,69,1557,2141,3.4,1,2,0,0,0,2,2,1,1,0,0,0
Multi,Female,68,1554,2131,2.42,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Hispanic,Male,57,986,2141,3.65,1,2,0,0,2,2,2,1,1,0,0,0
Hispanic,Male,61,1424,2141,1.42,1,2,0,0,1,2,2,1,1,0,1,0
Afram,Male,71,943,2141,0.99,1,1,0,0,1,1,1,1,1,0,0,0
Hispanic,Male,76,1033,2141,1.2,1,1,0,0,0,1,1,1,1,0,0,0
Afram,Female,64,1147,2141,0.64,1,4,0,0,2,4,4,1,1,0,1,1
Afram,Male,55,1265,2141,1.7,1,4,1,0,2,3,3,0.75,1,0.25,2,1
White,Female,59,1301,2141,2.88,1,6,4,0,0,2,2,0.333333333,1,0.666666667,0,0
White,Female,66,1022,2141,2.71,1,1,1,0,0,0,0,0,NA,1,0,0
Hispanic,Female,79,954,2141,3.82,1,4,1,0,2,3,3,0.75,1,0.25,1,1
Hispanic,Female,91,955,2141,1.98,1,2,0,0,1,2,2,1,1,0,0,0
White,Female,74,1435,2131,4,1,6,2,0,2,4,4,0.666666667,1,0.333333333,0,1
Multi,Female,80,964,2141,1.8,1,2,0,0,0,2,2,1,1,0,0,0
Afram,Female,84,1518,2141,2.45,1,4,0,0,3,4,4,1,1,0,1,1
Asian,Female,92,1080,2141,3.67,1,3,1,0,1,2,2,0.666666667,1,0.333333333,1,0
Multi,Female,89,988,2141,3.79,1,3,1,0,2,2,2,0.666666667,1,0.333333333,1,0
White,Female,62,1468,2141,3.01,1,3,0,0,2,3,3,1,1,0,0,1
Multi,Male,67,1204,2141,1.52,1,3,1,0,2,2,2,0.666666667,1,0.333333333,0,0
Multi,Male,64,1587,2141,3.07,1,2,1,0,1,1,1,0.5,1,0.5,0,0
White,Male,73,1351,2141,2.91,1,4,0,0,2,4,4,1,1,0,0,1
White,Male,96,1501,2141,1.55,1,2,1,0,1,1,1,0.5,1,0.5,0,0
White,Female,87,1269,2141,1.73,1,4,1,0,2,3,3,0.75,1,0.25,0,1
White,Female,74,1025,2131,1.27,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Male,99,1103,2141,3.21,1,3,2,0,1,1,1,0.333333333,1,0.666666667,0,0
Multi,Male,70,1172,2141,1.5,1,1,0,0,0,1,1,1,1,0,0,0
Hispanic,Male,57,1493,2141,0.69,1,1,0,0,1,1,1,1,1,0,0,0
Afram,Male,89,1493,2141,3.67,1,4,0,0,3,4,4,1,1,0,1,1
White,Male,73,1170,2141,3.09,1,2,0,0,2,2,2,1,1,0,0,0
White,Female,73,1178,2141,3.66,1,5,1,0,3,4,4,0.8,1,0.2,1,1
Afram,Male,97,1034,2141,3.52,1,4,0,0,3,4,4,1,1,0,0,1
Afram,Male,65,1536,2141,3.98,1,3,0,0,2,3,3,1,1,0,0,1
White,Male,92,1534,2141,1.57,1,1,0,0,1,1,1,1,1,0,0,0
Asian,Male,64,1405,2141,0.52,1,3,0,0,3,3,3,1,1,0,1,1
Hispanic,Female,78,1194,2131,1.72,1,4,3,0,1,1,1,0.25,1,0.75,0,0
Multi,Male,68,1239,2141,1.78,1,2,0,0,1,2,2,1,1,0,1,0
Hispanic,Female,55,961,2141,3.87,1,3,0,0,1,3,3,1,1,0,0,1
Hispanic,Male,73,1434,2141,3.58,1,2,0,0,1,2,2,1,1,0,1,0
Multi,Male,56,1315,2141,1.75,1,4,2,0,2,2,2,0.5,1,0.5,1,0
Afram,Male,84,1225,2141,2.41,1,2,0,0,2,2,2,1,1,0,1,0
Asian,Male,59,1316,2141,2.81,1,3,1,0,1,2,2,0.666666667,1,0.333333333,1,0
White,Female,72,999,2141,2.13,1,1,1,0,0,0,0,0,NA,1,0,0
Multi,Female,99,1068,2141,3.18,1,2,0,0,2,2,2,1,1,0,0,0
White,Male,83,1336,2141,1.25,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Multi,Male,74,1291,2141,3.18,1,1,0,0,0,1,1,1,1,0,0,0
Asian,Male,96,1335,2131,2.56,1,5,3,0,2,2,2,0.4,1,0.6,1,0
Hispanic,Male,58,1558,2141,1.57,1,6,3,0,2,3,3,0.5,1,0.5,0,1
White,Female,58,1225,2141,2.87,1,4,1,0,3,3,3,0.75,1,0.25,2,1
Multi,Female,64,931,2141,2.17,1,5,1,0,2,4,4,0.8,1,0.2,1,1
Multi,Female,58,1528,2141,0.6,1,5,1,0,4,4,4,0.8,1,0.2,0,1
White,Male,67,1174,2141,1.18,1,1,1,0,0,0,0,0,NA,1,0,0
Asian,Female,70,1133,2141,1.19,1,3,0,0,3,3,3,1,1,0,0,1
Afram,Female,70,1590,2141,2.92,1,1,0,0,0,1,1,1,1,0,0,0
Multi,Male,93,933,2141,2.44,1,2,0,0,2,2,2,1,1,0,0,0
White,Female,58,1499,2141,0.94,1,7,2,0,4,5,5,0.714285714,1,0.285714286,1,1
Hispanic,Female,71,1133,2141,1.6,1,1,0,0,0,1,1,1,1,0,0,0
Multi,Female,67,1030,2131,2.56,1,4,0,1,0,3,4,0.75,0.75,0,2,1
Afram,Female,93,1236,2131,2.47,1,7,2,0,2,5,5,0.714285714,1,0.285714286,0,1
Multi,Female,81,1491,2131,1.49,1,1,1,0,0,0,0,0,NA,1,0,0
White,Female,80,937,2141,1.89,1,3,0,0,1,3,3,1,1,0,0,1
Afram,Female,58,1488,2141,1.87,1,4,2,0,1,2,2,0.5,1,0.5,0,0
Hispanic,Male,87,1035,2141,2.47,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Afram,Male,89,1312,2141,2.3,1,2,0,0,1,2,2,1,1,0,0,0
White,Female,92,1067,2141,2.73,1,4,1,0,0,3,3,0.75,1,0.25,1,1
Hispanic,Male,65,1194,2141,3.7,1,4,3,0,0,1,1,0.25,1,0.75,1,0
Multi,Female,72,1039,2141,0.75,0,6,1,0,3,5,5,0.833333333,1,0.166666667,2,1
Hispanic,Male,74,1420,2141,1.6,1,5,1,0,0,4,4,0.8,1,0.2,0,1
Asian,Female,73,1179,2141,3.26,1,3,0,0,1,3,3,1,1,0,0,1
Asian,Male,83,1507,2141,1.57,1,9,2,0,3,7,7,0.777777778,1,0.222222222,1,1
Hispanic,Male,66,1367,2131,2.25,1,2,1,0,1,1,1,0.5,1,0.5,1,0
Afram,Male,57,1092,2141,1.41,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Male,59,918,2141,3.72,1,4,0,0,2,4,4,1,1,0,1,1
Asian,Male,72,1560,2141,3.95,1,2,0,0,2,2,2,1,1,0,1,0
Afram,Female,95,1153,2141,1.84,1,4,1,0,0,3,3,0.75,1,0.25,0,1
Asian,Female,74,1356,2141,1.24,1,3,1,0,1,2,2,0.666666667,1,0.333333333,1,0
White,Female,68,1485,2141,2.13,1,5,1,0,3,4,4,0.8,1,0.2,1,1
Asian,Male,96,1571,2141,1.06,1,4,1,0,1,3,3,0.75,1,0.25,0,1
Asian,Male,95,1122,2141,1.64,1,4,2,0,1,2,2,0.5,1,0.5,2,0
White,Male,61,1316,2141,1.03,1,2,0,0,2,2,2,1,1,0,1,0
Multi,Female,72,955,2141,2.05,1,1,0,0,1,1,1,1,1,0,0,0
White,Male,59,1443,2141,3.67,1,4,0,0,4,4,4,1,1,0,0,1
Multi,Male,56,975,2141,2.91,1,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Afram,Female,90,1544,2141,1.42,1,3,0,0,3,3,3,1,1,0,1,1
White,Female,70,1119,2141,1.17,1,7,1,0,5,6,6,0.857142857,1,0.142857143,2,1
Multi,Female,83,1580,2141,0.54,0,5,0,0,3,5,5,1,1,0,3,1
Asian,Female,85,1012,2141,3.77,1,2,0,0,1,2,2,1,1,0,0,0
Asian,Female,71,1006,2141,2.96,1,2,1,0,0,1,1,0.5,1,0.5,1,0
Multi,Female,88,982,2141,2.35,1,3,1,0,1,2,2,0.666666667,1,0.333333333,2,0
Hispanic,Male,93,1333,2141,4,1,3,2,0,0,1,1,0.333333333,1,0.666666667,1,0
White,Female,56,1584,2141,2.05,1,3,0,0,2,3,3,1,1,0,0,1
Afram,Female,86,1217,2131,0.9,1,4,3,0,0,1,1,0.25,1,0.75,0,0
Multi,Male,63,1344,2141,3.13,1,5,0,0,3,5,5,1,1,0,1,1
White,Male,75,1497,2141,3.33,1,2,0,0,1,2,2,1,1,0,0,0
Hispanic,Male,56,1028,2141,1.64,1,2,0,0,1,2,2,1,1,0,0,0
Asian,Male,68,1207,2141,1.37,1,8,2,0,4,6,6,0.75,1,0.25,3,1
Asian,Female,67,1063,2141,1.97,1,7,2,0,4,5,5,0.714285714,1,0.285714286,0,1
Hispanic,Male,52,1568,2141,0.52,0,2,0,0,2,2,2,1,1,0,0,0
White,Male,69,960,2141,2.34,1,4,0,0,1,4,4,1,1,0,1,1
Asian,Male,74,910,2141,2.02,1,1,0,0,0,1,1,1,1,0,0,0
White,Female,79,1230,2141,2.62,1,4,1,0,2,3,3,0.75,1,0.25,0,1
Hispanic,Female,72,1581,2141,3,1,4,0,0,4,4,4,1,1,0,0,1
Afram,Female,91,1269,2131,1.03,1,3,2,0,1,1,1,0.333333333,1,0.666666667,0,0
White,Female,67,1382,2141,1.04,1,3,0,0,3,3,3,1,1,0,0,1
White,Male,83,1283,2141,0.51,0,5,0,0,4,5,5,1,1,0,0,1
White,Female,64,1359,2141,3.51,1,2,1,0,0,1,1,0.5,1,0.5,1,0
Asian,Female,66,1070,2141,2.47,1,7,1,0,4,6,6,0.857142857,1,0.142857143,3,1
Hispanic,Female,73,1222,2141,1.21,1,2,0,0,0,2,2,1,1,0,0,0
Hispanic,Female,70,959,2141,1.65,1,4,0,0,2,4,4,1,1,0,1,1
Multi,Female,98,967,2141,3.98,1,6,1,0,2,5,5,0.833333333,1,0.166666667,1,1
Multi,Female,87,1586,2141,3.93,1,4,1,0,2,3,3,0.75,1,0.25,1,1
Afram,Male,91,1045,2141,1.18,1,3,0,0,2,3,3,1,1,0,0,1
Hispanic,Female,80,960,2141,1.98,1,4,0,0,2,4,4,1,1,0,1,1
Asian,Female,88,1530,2131,1.01,1,6,4,0,1,2,2,0.333333333,1,0.666666667,0,0
Asian,Male,56,1300,2141,1.35,1,3,0,0,2,3,3,1,1,0,1,1
Afram,Female,70,1185,2141,2.74,1,7,3,0,2,4,4,0.571428571,1,0.428571429,1,1
White,Female,56,1460,2141,1.2,1,1,0,0,1,1,1,1,1,0,0,0
Hispanic,Female,78,1193,2141,3.17,1,4,2,0,2,2,2,0.5,1,0.5,0,0
Afram,Female,66,1314,2141,1.29,1,2,0,0,1,2,2,1,1,0,0,0
Multi,Female,94,1275,2141,3.61,1,1,1,0,0,0,0,0,NA,1,0,0
White,Female,69,975,2141,2.03,1,1,0,0,1,1,1,1,1,0,0,0
White,Female,70,1325,2141,2.78,1,2,0,0,1,2,2,1,1,0,0,0
White,Female,70,1094,2141,0.75,0,3,0,0,2,3,3,1,1,0,1,1
Hispanic,Male,67,1465,2141,1.09,1,3,2,0,1,1,1,0.333333333,1,0.666666667,0,0
Hispanic,Male,74,1044,2131,2.54,1,2,0,0,1,2,2,1,1,0,1,0
Hispanic,Male,94,1500,2141,3.6,1,5,1,0,2,4,4,0.8,1,0.2,0,1
Multi,Male,67,1005,2141,2.14,1,7,2,0,2,5,5,0.714285714,1,0.285714286,2,1
White,Male,76,1409,2141,3.57,1,3,0,0,2,3,3,1,1,0,1,1
Hispanic,Female,99,1066,2141,1.49,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Asian,Male,69,1276,2141,1.13,1,4,0,0,3,4,4,1,1,0,1,1
Afram,Male,96,1527,2141,3.06,1,2,0,0,1,2,2,1,1,0,0,0
White,Male,78,1221,2141,3.77,1,5,1,0,1,4,4,0.8,1,0.2,1,1
Afram,Male,63,1497,2141,0.54,1,4,1,0,2,3,3,0.75,1,0.25,1,1
Asian,Female,63,1431,2141,2.19,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Male,62,1480,2141,0.82,0,2,1,0,1,1,1,0.5,1,0.5,0,0
White,Female,71,1594,2131,3.2,1,3,0,0,2,3,3,1,1,0,0,1
Asian,Male,66,1472,2141,1.4,1,6,0,0,2,6,6,1,1,0,2,1
Asian,Male,65,1457,2141,3.1,1,4,0,0,1,4,4,1,1,0,1,1
Multi,Female,82,1007,2141,3.4,1,2,2,0,0,0,0,0,NA,1,0,0
Asian,Female,89,1091,2141,1.1,1,1,0,0,0,1,1,1,1,0,0,0
Afram,Female,76,921,2141,1.79,1,7,1,0,4,6,6,0.857142857,1,0.142857143,2,1
Hispanic,Female,65,1345,2141,1.65,1,5,1,0,2,4,4,0.8,1,0.2,0,1
Afram,Female,89,1000,2141,2.31,1,2,0,0,1,2,2,1,1,0,1,0
Hispanic,Female,82,1119,2141,0.54,0,4,0,0,1,4,4,1,1,0,1,1
Afram,Male,98,1025,2141,1.94,1,5,0,0,3,5,5,1,1,0,0,1
White,Female,89,1370,2141,0.91,1,3,0,0,3,3,3,1,1,0,0,1
Asian,Female,78,1262,2141,0.52,0,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Afram,Male,96,1532,2141,3.95,1,2,0,0,2,2,2,1,1,0,0,0
Hispanic,Female,82,944,2141,2.95,1,5,1,0,2,4,4,0.8,1,0.2,3,1
Afram,Male,55,1591,2141,3.51,1,3,1,0,2,2,2,0.666666667,1,0.333333333,0,0
White,Male,69,998,2141,1.86,1,2,0,0,0,2,2,1,1,0,0,0
White,Female,68,943,2141,2.84,1,6,0,0,2,6,6,1,1,0,1,1
Asian,Female,68,1238,2141,2.48,1,2,0,0,2,2,2,1,1,0,0,0
Asian,Female,57,1223,2141,3.53,1,1,1,0,0,0,0,0,NA,1,0,0
Asian,Female,63,1489,2141,2.82,1,2,0,0,0,2,2,1,1,0,0,0
Hispanic,Male,100,1240,2141,3.8,1,4,1,0,2,3,3,0.75,1,0.25,0,1
Multi,Male,94,1360,2131,0.72,1,3,2,0,1,1,1,0.333333333,1,0.666666667,0,0
Asian,Male,77,1554,2141,3.55,1,6,1,0,3,5,5,0.833333333,1,0.166666667,3,1
White,Male,65,906,2141,2.38,1,5,0,0,4,5,5,1,1,0,1,1
Afram,Male,85,1210,2141,2.12,1,2,0,0,2,2,2,1,1,0,1,0
Afram,Female,89,1058,2141,1.63,1,2,1,0,1,1,1,0.5,1,0.5,0,0
White,Male,63,1526,2141,2,1,2,2,0,0,0,0,0,NA,1,0,0
Asian,Male,95,1544,2141,1.61,1,3,1,0,2,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Female,74,1032,2141,3.67,1,7,2,0,2,5,5,0.714285714,1,0.285714286,1,1
Hispanic,Male,90,1110,2141,1.09,1,7,1,0,3,6,6,0.857142857,1,0.142857143,2,1
White,Male,99,1514,2141,1.41,1,3,0,0,2,3,3,1,1,0,2,1
Multi,Male,93,1061,2141,1.93,1,4,0,0,2,4,4,1,1,0,0,1
Asian,Male,99,1489,2131,2.45,1,4,0,0,2,4,4,1,1,0,1,1
Asian,Male,70,1399,2131,1.04,1,3,3,0,0,0,0,0,NA,1,1,0
White,Female,89,1149,2141,2.12,1,3,0,0,1,3,3,1,1,0,1,1
White,Female,70,1514,2141,2.94,1,4,1,0,3,3,3,0.75,1,0.25,0,1
Multi,Male,73,1393,2141,2.91,1,6,0,0,4,6,6,1,1,0,2,1
Multi,Female,94,1137,2141,1.47,1,4,0,0,1,4,4,1,1,0,0,1
White,Female,89,1089,2141,1.97,1,3,0,0,2,3,3,1,1,0,0,1
White,Male,66,1537,2141,0.67,1,4,1,0,3,3,3,0.75,1,0.25,0,1
Asian,Female,58,1187,2141,1.32,1,8,3,0,4,5,5,0.625,1,0.375,2,1
Asian,Male,70,1418,2141,1.86,1,3,1,0,2,2,2,0.666666667,1,0.333333333,1,0
White,Male,79,1099,2141,3.77,1,6,0,0,4,6,6,1,1,0,1,1
White,Male,60,1549,2141,1.76,1,5,0,0,4,5,5,1,1,0,1,1
White,Male,71,1189,2131,3.39,1,2,0,0,1,2,2,1,1,0,0,0
Asian,Male,61,1455,2141,1.04,1,6,0,0,3,6,6,1,1,0,2,1
Hispanic,Male,85,947,2141,0.91,1,1,0,0,1,1,1,1,1,0,0,0
Asian,Female,85,1196,2141,3.68,1,2,0,0,1,2,2,1,1,0,0,0
Multi,Male,63,1538,2141,2.07,1,5,1,0,1,4,4,0.8,1,0.2,2,1
Multi,Female,80,1000,2141,2.7,1,4,0,0,1,4,4,1,1,0,1,1
Asian,Male,93,1344,2141,2.14,1,4,0,0,1,4,4,1,1,0,0,1
White,Female,94,1534,2141,1.57,1,2,1,0,0,1,1,0.5,1,0.5,0,0
White,Male,60,1562,2141,1.33,1,1,1,0,0,0,0,0,NA,1,0,0
White,Female,81,992,2141,2.53,1,2,0,0,0,2,2,1,1,0,1,0
Afram,Female,57,1328,2141,3.77,1,4,0,0,4,4,4,1,1,0,2,1
Afram,Female,73,1413,2131,0.88,1,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Multi,Male,58,1327,2141,1.83,1,3,0,0,1,3,3,1,1,0,1,1
Hispanic,Female,71,1131,2141,1.11,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Male,87,1166,2141,2.9,1,4,0,0,3,4,4,1,1,0,0,1
Hispanic,Male,93,952,2141,0.63,1,3,0,0,1,3,3,1,1,0,0,1
Asian,Female,83,1389,2141,2.42,1,2,0,0,1,2,2,1,1,0,0,0
White,Male,56,924,2141,2.63,1,7,0,0,5,7,7,1,1,0,1,1
Asian,Male,81,1077,2141,3.87,1,8,1,0,2,7,7,0.875,1,0.125,1,1
Afram,Female,67,946,2141,3.39,1,7,1,0,2,6,6,0.857142857,1,0.142857143,2,1
Asian,Female,98,1059,2141,2.38,1,5,1,0,3,4,4,0.8,1,0.2,1,1
Asian,Male,83,1196,2141,1.01,1,4,2,0,2,2,2,0.5,1,0.5,0,0
White,Female,68,1207,2131,3.6,1,4,1,0,1,3,3,0.75,1,0.25,1,1
Afram,Female,89,1345,2141,1.33,1,8,2,0,3,6,6,0.75,1,0.25,0,1
Asian,Male,53,1018,2141,0.74,0,2,0,0,2,2,2,1,1,0,0,0
Multi,Male,100,1341,2141,2.9,1,1,0,0,0,1,1,1,1,0,0,0
White,Male,59,1518,2141,2.56,1,3,2,0,0,1,1,0.333333333,1,0.666666667,1,0
Hispanic,Female,72,1166,2141,3.29,1,2,1,0,1,1,1,0.5,1,0.5,0,0
White,Female,97,1343,2141,1.16,1,4,1,0,2,3,3,0.75,1,0.25,0,1
Afram,Female,69,1352,2141,2.01,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Female,88,1313,2141,2,1,3,1,0,2,2,2,0.666666667,1,0.333333333,1,0
Hispanic,Male,96,1103,2141,2.06,1,5,0,0,4,5,5,1,1,0,1,1
Asian,Male,71,1004,2141,3.77,1,5,2,0,3,3,3,0.6,1,0.4,0,1
White,Female,81,1230,2131,2.29,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Asian,Female,75,968,2141,3.05,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Asian,Female,60,1325,2141,3.82,1,2,0,0,1,2,2,1,1,0,0,0
Asian,Male,79,1303,2141,3.17,1,2,0,0,1,2,2,1,1,0,1,0
Asian,Female,71,1235,2141,1.97,1,3,0,0,1,3,3,1,1,0,0,1
Multi,Male,89,1102,2141,3.58,1,5,1,0,3,4,4,0.8,1,0.2,0,1
Asian,Male,100,1235,2141,2.23,1,4,1,0,0,3,3,0.75,1,0.25,1,1
Multi,Female,96,1155,2141,0.98,1,5,0,0,3,5,5,1,1,0,1,1
Multi,Female,69,1441,2141,1.34,1,3,0,0,0,3,3,1,1,0,0,1
Multi,Male,91,1585,2141,3.05,1,1,0,0,0,1,1,1,1,0,0,0
Multi,Male,82,1337,2141,3.66,1,9,1,0,1,8,8,0.888888889,1,0.111111111,1,1
Afram,Male,93,1283,2131,1.87,1,3,0,0,2,3,3,1,1,0,0,1
White,Female,70,1329,2141,2.65,1,3,0,0,2,3,3,1,1,0,1,1
White,Male,84,1284,2141,2.3,1,3,0,0,2,3,3,1,1,0,1,1
Multi,Female,75,1349,2141,1.68,1,3,1,0,2,2,2,0.666666667,1,0.333333333,0,0
White,Female,72,967,2141,2.48,1,5,1,0,2,4,4,0.8,1,0.2,1,1
Hispanic,Female,74,1130,2141,2.35,1,8,0,0,4,8,8,1,1,0,1,1
Multi,Male,74,1127,2141,2.56,1,3,0,0,2,3,3,1,1,0,1,1
White,Female,61,1394,2141,3.27,1,1,1,0,0,0,0,0,NA,1,1,0
Multi,Female,55,1236,2141,1.46,1,2,1,0,1,1,1,0.5,1,0.5,1,0
Multi,Male,91,1176,2141,2.81,1,7,1,0,4,6,6,0.857142857,1,0.142857143,2,1
Multi,Male,76,934,2141,1.22,1,4,0,0,1,4,4,1,1,0,1,1
Afram,Female,68,1395,2131,2.66,1,5,1,0,2,4,4,0.8,1,0.2,1,1
Hispanic,Male,62,985,2141,3.86,1,2,1,0,1,1,1,0.5,1,0.5,0,0
White,Female,58,926,2141,1.19,1,1,0,0,1,1,1,1,1,0,1,0
Multi,Male,65,1199,2141,0.96,1,5,3,0,1,2,2,0.4,1,0.6,0,0
White,Female,94,1199,2141,2.32,1,2,1,0,1,1,1,0.5,1,0.5,1,0
Hispanic,Female,76,992,2141,3.64,1,2,0,0,0,2,2,1,1,0,1,0
Afram,Male,87,1314,2141,3.15,1,3,1,0,1,2,2,0.666666667,1,0.333333333,1,0
Asian,Female,74,1535,2141,3.62,1,5,1,0,4,4,4,0.8,1,0.2,0,1
Multi,Female,84,1148,2141,0.89,1,2,0,0,1,2,2,1,1,0,1,0
Afram,Male,82,1445,2141,0.66,0,3,0,0,2,3,3,1,1,0,1,1
Multi,Male,81,1301,2141,0.76,0,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Multi,Female,71,1173,2131,2.06,1,3,2,0,1,1,1,0.333333333,1,0.666666667,1,0
Afram,Male,72,1231,2141,2.93,1,5,2,0,1,3,3,0.6,1,0.4,1,1
Hispanic,Female,63,1339,2141,2.64,1,6,1,0,3,5,5,0.833333333,1,0.166666667,1,1
Asian,Female,67,1554,2141,3.59,1,3,1,0,1,2,2,0.666666667,1,0.333333333,1,0
Hispanic,Male,75,1023,2141,2.03,1,6,1,0,1,5,5,0.833333333,1,0.166666667,1,1
White,Male,82,1350,2141,1.58,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Multi,Male,85,1170,2141,3.79,1,3,0,0,1,3,3,1,1,0,0,1
White,Male,72,1283,2141,2.13,1,1,1,0,0,0,0,0,NA,1,0,0
Asian,Female,93,1114,2141,1.47,1,3,0,0,3,3,3,1,1,0,2,1
Multi,Female,83,1262,2141,3.52,1,4,1,0,2,3,3,0.75,1,0.25,0,1
Asian,Male,82,975,2141,3.86,1,3,0,0,2,3,3,1,1,0,1,1
Afram,Female,95,1476,2131,1.24,1,5,2,0,2,3,3,0.6,1,0.4,0,1
White,Male,68,1498,2141,2.11,1,4,1,0,1,3,3,0.75,1,0.25,1,1
Afram,Female,88,1594,2141,1.96,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Asian,Female,80,1295,2141,2.77,1,9,1,0,4,8,8,0.888888889,1,0.111111111,0,1
Afram,Male,76,1270,2141,1.99,1,3,0,0,2,3,3,1,1,0,0,1
Hispanic,Female,95,1143,2141,3.08,1,2,1,0,1,1,1,0.5,1,0.5,0,0
White,Female,88,1045,2141,3.26,1,5,1,0,3,4,4,0.8,1,0.2,1,1
Asian,Male,57,1412,2141,0.64,0,1,0,0,1,1,1,1,1,0,0,0
Asian,Female,90,1062,2141,3.13,1,5,1,0,3,4,4,0.8,1,0.2,1,1
Afram,Female,85,1107,2141,2.72,1,5,2,0,2,3,3,0.6,1,0.4,3,1
White,Male,95,1526,2141,2.87,1,2,1,0,1,1,1,0.5,1,0.5,1,0
Multi,Female,92,1106,2131,1.2,1,7,4,0,0,3,3,0.428571429,1,0.571428571,3,1
Multi,Male,71,917,2141,2.5,1,3,2,0,1,1,1,0.333333333,1,0.666666667,0,0
Multi,Female,69,1196,2141,2.8,1,1,1,0,0,0,0,0,NA,1,1,0
White,Female,85,916,2141,3.78,1,2,1,0,1,1,1,0.5,1,0.5,1,0
Multi,Female,72,1274,2141,3.25,1,4,0,0,3,4,4,1,1,0,1,1
Hispanic,Male,55,1406,2141,3.9,1,3,0,0,2,3,3,1,1,0,1,1
White,Male,75,1511,2141,1.45,1,2,0,0,1,2,2,1,1,0,1,0
White,Female,71,1432,2141,2.27,1,5,1,0,3,4,4,0.8,1,0.2,1,1
White,Male,95,1548,2141,0.72,1,4,1,0,0,3,3,0.75,1,0.25,0,1
Multi,Female,94,1363,2141,1.12,1,5,2,0,2,3,3,0.6,1,0.4,2,1
White,Male,57,1490,2141,1.65,1,3,0,0,3,3,3,1,1,0,0,1
White,Female,67,1033,2131,2.86,1,2,0,0,2,2,2,1,1,0,0,0
Asian,Female,69,1283,2131,3.75,1,2,1,0,0,1,1,0.5,1,0.5,0,0
White,Male,85,1547,2141,1.86,1,4,0,0,1,4,4,1,1,0,0,1
Multi,Male,94,1415,2141,0.67,1,5,0,0,3,5,5,1,1,0,0,1
Hispanic,Male,65,1167,2141,1.57,1,1,0,0,0,1,1,1,1,0,0,0
Multi,Female,73,1276,2141,1.7,1,4,0,0,2,4,4,1,1,0,1,1
White,Male,82,1405,2141,0.93,1,1,1,0,0,0,0,0,NA,1,0,0
Multi,Female,65,1148,2141,0.83,0,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Afram,Male,65,1281,2141,3.32,1,3,1,0,1,2,2,0.666666667,1,0.333333333,2,0
Multi,Female,94,1032,2141,2.37,1,3,1,0,2,2,2,0.666666667,1,0.333333333,1,0
Multi,Male,100,1259,2141,1.98,1,1,0,0,1,1,1,1,1,0,0,0
Asian,Male,58,1280,2141,1.07,1,1,1,0,0,0,0,0,NA,1,0,0
